clock (30 min),Day,Total TNF (pg),Total IL1b (pg),Total TGF (pg),Collagen (ug),Aggrecan (ug),Activated Chondrocytes,Total Chondrocytes, Elastic Modulus (kPa) , Swelling Ratio , Mass Loss (%) , Alginate_wv (%), Alginate_Mw (kDa), Ca_XL (M), Viability Rate (%)
191,3.97917,209.626,105.638,538.736,0.73200,1.21800,41,41,2.60897 , 0.00000, 0.86410,2.00000,1500.00000,0.01400,98.46309
192,4,209.617,105.629,538.75,0.73200,1.21800,41,41,2.60897 , 0.00000, 0.86683,2.00000,1500.00000,0.01400,98.46691
193,4.02083,209.617,105.628,538.746,0.73200,1.21800,41,41,2.60897 , 0.00000, 0.86956,2.00000,1500.00000,0.01400,98.47071
194,4.04167,209.734,106.385,541.745,0.73200,1.21800,41,41,2.60897 , 0.00000, 0.87229,2.00000,1500.00000,0.01400,98.47449
195,4.0625,209.741,106.229,541.954,0.73200,1.21800,41,41,2.60897 , 0.00000, 0.87502,2.00000,1500.00000,0.01400,98.47826
196,4.08333,209.732,106.22,541.968,0.73200,1.21800,41,41,2.60897 , 0.00000, 0.87774,2.00000,1500.00000,0.01400,98.48200
197,4.10417,209.732,106.219,541.964,0.73200,1.21800,41,41,2.60897 , 0.00000, 0.88047,2.00000,1500.00000,0.01400,98.48573
198,4.125,209.732,106.219,541.964,0.73200,1.21800,40,40,2.60897 , 0.00000, 0.88320,2.00000,1500.00000,0.01400,98.48944
199,4.14583,204.617,103.628,528.745,0.73200,1.21800,40,40,2.60897 , 0.00000, 0.88593,2.00000,1500.00000,0.01400,98.49313
200,4.16667,199.501,101.037,515.527,0.73200,1.21800,39,41,2.60897 , 0.00000, 0.88866,2.00000,1500.00000,0.01400,98.49680
201,4.1875,199.501,101.037,515.527,0.73200,1.21800,39,41,2.60897 , 0.00000, 0.89139,2.00000,1500.00000,0.01400,98.50045
202,4.20833,199.501,101.037,515.527,0.73200,1.21800,40,41,2.60897 , 0.00000, 0.89411,2.00000,1500.00000,0.01400,98.50408
203,4.22917,204.501,103.037,525.527,0.73200,1.21800,40,41,2.60897 , 0.00000, 0.89684,2.00000,1500.00000,0.01400,98.50770
204,4.25,204.618,103.795,528.527,0.73200,1.21800,37,38,2.60897 , 0.00000, 0.89957,2.00000,1500.00000,0.01400,98.51129
205,4.27083,189.28,95.8657,489.079,0.73200,1.21800,37,38,2.60897 , 0.00000, 0.90230,2.00000,1500.00000,0.01400,98.51487
206,4.29167,189.271,95.8574,489.094,0.73200,1.21800,37,38,2.60897 , 0.00000, 0.90503,2.00000,1500.00000,0.01400,98.51843
207,4.3125,189.27,95.8557,489.09,0.73200,1.21800,38,38,2.60897 , 0.00000, 0.90776,2.00000,1500.00000,0.01400,98.52198
208,4.33333,189.155,95.2651,485.871,0.74200,1.23300,37,39,2.60897 , 0.00000, 0.91048,2.00000,1500.00000,0.01400,98.52551
209,4.35417,189.155,95.2651,485.871,0.74200,1.23300,37,39,2.60897 , 0.00000, 0.91321,2.00000,1500.00000,0.01400,98.52902
210,4.375,189.272,96.0227,488.871,0.74200,1.23300,35,37,2.60897 , 0.00000, 0.91594,2.00000,1500.00000,0.01400,98.53252
211,4.39583,179.049,90.6843,462.642,0.74200,1.23300,35,37,2.60897 , 0.00000, 0.91867,2.00000,1500.00000,0.01400,98.53600
212,4.41667,173.925,88.0853,449.438,0.74200,1.23300,35,38,2.60897 , 0.00000, 0.92140,2.00000,1500.00000,0.01400,98.53945
213,4.4375,178.924,90.0836,459.434,0.74200,1.23300,35,38,2.60897 , 0.00000, 0.92413,2.00000,1500.00000,0.01400,98.54290
214,4.45833,179.041,90.8413,462.434,0.74200,1.23300,36,38,2.60897 , 0.00000, 0.92685,2.00000,1500.00000,0.01400,98.54633
215,4.47917,184.049,92.6843,472.642,0.74200,1.23300,36,38,2.60897 , 0.00000, 0.92958,2.00000,1500.00000,0.01400,98.54974
216,4.5,184.157,93.4336,475.656,0.74900,1.24500,35,37,2.60897 , 0.00000, 0.93231,2.00000,1500.00000,0.01400,98.55314
217,4.52083,178.924,90.0836,459.434,0.74900,1.24500,35,37,2.60897 , 0.00000, 0.93504,2.00000,1500.00000,0.01400,98.55652
218,4.54167,173.926,88.2506,449.215,0.76000,1.25900,34,38,2.60897 , 0.00000, 0.93777,2.00000,1500.00000,0.01400,98.55988
219,4.5625,173.809,87.493,446.215,0.76000,1.25900,34,38,2.60897 , 0.00000, 0.94050,2.00000,1500.00000,0.01400,98.56324
220,4.58333,173.926,88.2506,449.215,0.77000,1.27000,36,38,2.60897 , 0.00000, 0.94322,2.00000,1500.00000,0.01400,98.56657
221,4.60417,183.809,91.493,466.215,0.77000,1.27000,37,38,2.60897 , 0.00000, 0.94595,2.00000,1500.00000,0.01400,98.56989
222,4.625,184.044,93.1751,471.996,0.78700,1.30500,36,39,2.60897 , 0.00000, 0.94868,2.00000,1500.00000,0.01400,98.57320
223,4.64583,183.818,91.5029,466.205,0.78700,1.30500,37,39,2.60897 , 0.00000, 0.95141,2.00000,1500.00000,0.01400,98.57648
224,4.66667,189.16,95.7673,485.219,0.78700,1.30500,37,39,2.60897 , 0.00000, 0.95414,2.00000,1500.00000,0.01400,98.57977
225,4.6875,189.3,96.0523,488.841,0.78700,1.30500,37,39,2.60897 , 0.00000, 0.95687,2.00000,1500.00000,0.01400,98.58302
226,4.70833,189.281,95.8703,489.092,0.78700,1.30500,37,39,2.60897 , 0.00000, 0.95959,2.00000,1500.00000,0.01400,98.58627
227,4.72917,189.271,95.857,489.095,0.78700,1.30500,38,39,2.60897 , 0.00000, 0.96232,2.00000,1500.00000,0.01400,98.58950
228,4.75,189.155,95.265,485.871,0.79300,1.31500,37,40,2.60897 , 0.00000, 0.96505,2.00000,1500.00000,0.01400,98.59272
229,4.77083,189.155,95.2651,485.871,0.79300,1.31500,37,40,2.60897 , 0.00000, 0.96778,2.00000,1500.00000,0.01400,98.59592
230,4.79167,184.156,93.432,475.652,0.79300,1.31500,37,41,2.60897 , 0.00000, 0.97051,2.00000,1500.00000,0.01400,98.59911
231,4.8125,189.164,95.275,485.861,0.79300,1.31500,37,41,2.60897 , 0.00000, 0.97324,2.00000,1500.00000,0.01400,98.60229
232,4.83333,189.272,96.0243,488.875,0.79300,1.31500,38,41,2.60897 , 0.00000, 0.97596,2.00000,1500.00000,0.01400,98.60545
233,4.85417,194.28,97.8656,499.08,0.79300,1.31500,38,41,2.60897 , 0.00000, 0.97869,2.00000,1500.00000,0.01400,98.60860
234,4.875,194.388,98.6149,502.094,0.79300,1.31500,39,40,2.60897 , 0.00000, 0.98142,2.00000,1500.00000,0.01400,98.61174
235,4.89583,199.28,99.8656,509.08,0.79300,1.31500,39,40,2.60897 , 0.00000, 0.98415,2.00000,1500.00000,0.01400,98.61486
236,4.91667,199.505,101.373,515.094,0.79800,1.32000,40,40,2.60897 , 0.00000, 0.98688,2.00000,1500.00000,0.01400,98.61797
237,4.9375,204.395,102.456,522.298,0.79800,1.32000,40,40,2.60897 , 0.00000, 0.98961,2.00000,1500.00000,0.01400,98.62106
238,4.95833,204.62,103.963,528.312,0.80500,1.33800,40,40,2.60897 , 0.00000, 0.99233,2.00000,1500.00000,0.01400,98.62415
239,4.97917,204.511,103.047,525.517,0.80500,1.33800,40,40,2.60897 , 0.00000, 0.99506,2.00000,1500.00000,0.01400,98.62721
240,5,204.619,103.796,528.531,0.81600,1.35400,40,40,2.60897 , 0.00000, 0.99779,2.00000,1500.00000,0.01400,98.63027
241,5.02083,204.501,103.037,525.527,0.81600,1.35400,40,40,2.60897 , 0.00000, 1.00052,2.00000,1500.00000,0.01400,98.63332
242,5.04167,204.618,103.795,528.527,0.81600,1.35400,40,40,2.60897 , 0.00000, 1.00325,2.00000,1500.00000,0.01400,98.63634
243,5.0625,204.626,103.638,528.735,0.81600,1.35400,40,40,2.60897 , 0.00000, 1.00598,2.00000,1500.00000,0.01400,98.63937
244,5.08333,204.617,103.629,528.75,0.81600,1.35400,40,40,2.60897 , 0.00000, 1.00870,2.00000,1500.00000,0.01400,98.64237
245,5.10417,204.617,103.628,528.746,0.81600,1.35400,40,40,2.60897 , 0.00000, 1.01143,2.00000,1500.00000,0.01400,98.64537
246,5.125,204.617,103.628,528.745,0.81600,1.35400,40,40,2.60897 , 0.00000, 1.01416,2.00000,1500.00000,0.01400,98.64835
247,5.14583,204.617,103.628,528.745,0.81600,1.35400,40,40,2.60897 , 0.00000, 1.01689,2.00000,1500.00000,0.01400,98.65132
248,5.16667,204.617,103.628,528.745,0.81600,1.35400,40,40,2.60897 , 0.00000, 1.01962,2.00000,1500.00000,0.01400,98.65428
249,5.1875,204.617,103.628,528.745,0.81600,1.35400,40,40,2.60897 , 0.00000, 1.02234,2.00000,1500.00000,0.01400,98.65723
250,5.20833,204.617,103.628,528.745,0.81600,1.35400,40,40,2.60897 , 0.00000, 1.02507,2.00000,1500.00000,0.01400,98.66016
251,5.22917,204.617,103.628,528.745,0.81600,1.35400,40,40,2.60897 , 0.00000, 1.02780,2.00000,1500.00000,0.01400,98.66308
252,5.25,204.617,103.628,528.745,0.81600,1.35400,39,39,2.60897 , 0.00000, 1.03053,2.00000,1500.00000,0.01400,98.66599
253,5.27083,199.501,101.037,515.527,0.81600,1.35400,39,39,2.60897 , 0.00000, 1.03326,2.00000,1500.00000,0.01400,98.66889
254,5.29167,199.501,101.037,515.527,0.81600,1.35400,39,39,2.60897 , 0.00000, 1.03599,2.00000,1500.00000,0.01400,98.67178
255,5.3125,199.501,101.037,515.527,0.81600,1.35400,39,39,2.60897 , 0.00000, 1.03872,2.00000,1500.00000,0.01400,98.67466
256,5.33333,189.27,95.8558,489.089,0.81600,1.35400,37,41,2.60897 , 0.00000, 1.04144,2.00000,1500.00000,0.01400,98.67752
257,5.35417,189.27,95.8558,489.089,0.81600,1.35400,37,41,2.60897 , 0.00000, 1.04417,2.00000,1500.00000,0.01400,98.68037
258,5.375,184.155,93.2651,475.871,0.81600,1.35400,37,41,2.60897 , 0.00000, 1.04690,2.00000,1500.00000,0.01400,98.68322
259,5.39583,189.155,95.2651,485.871,0.81600,1.35400,38,41,2.60897 , 0.00000, 1.04963,2.00000,1500.00000,0.01400,98.68605
260,5.41667,194.272,98.0227,498.871,0.82600,1.36900,38,41,2.60897 , 0.00000, 1.05236,2.00000,1500.00000,0.01400,98.68887
261,5.4375,194.155,97.2651,495.871,0.82600,1.36900,38,41,2.60897 , 0.00000, 1.05509,2.00000,1500.00000,0.01400,98.69168
262,5.45833,189.274,96.1896,488.652,0.84000,1.37800,37,42,2.60897 , 0.00000, 1.05781,2.00000,1500.00000,0.01400,98.69448
263,5.47917,189.164,95.275,485.861,0.84000,1.37800,39,42,2.60897 , 0.00000, 1.06054,2.00000,1500.00000,0.01400,98.69727
264,5.5,194.157,97.4336,495.656,0.84300,1.38000,38,41,2.60897 , 0.00000, 1.06327,2.00000,1500.00000,0.01400,98.70005
265,5.52083,194.166,97.4418,495.643,0.84300,1.38000,38,41,2.60897 , 0.00000, 1.06600,2.00000,1500.00000,0.01400,98.70282
266,5.54167,194.282,98.0341,498.865,0.84300,1.38000,38,41,2.60897 , 0.00000, 1.06873,2.00000,1500.00000,0.01400,98.70557
267,5.5625,194.397,98.6247,502.084,0.84300,1.38000,39,41,2.60897 , 0.00000, 1.07146,2.00000,1500.00000,0.01400,98.70832
268,5.58333,199.396,100.458,512.303,0.84300,1.38000,40,41,2.60897 , 0.00000, 1.07418,2.00000,1500.00000,0.01400,98.71106
269,5.60417,204.503,103.206,525.313,0.84300,1.38000,40,41,2.60897 , 0.00000, 1.07691,2.00000,1500.00000,0.01400,98.71378
270,5.625,204.628,103.805,528.517,0.85700,1.40200,39,40,2.60897 , 0.00000, 1.07964,2.00000,1500.00000,0.01400,98.71650
271,5.64583,199.386,100.448,512.312,0.85700,1.40200,40,40,2.60897 , 0.00000, 1.08237,2.00000,1500.00000,0.01400,98.71921
272,5.66667,204.503,103.204,525.309,0.85700,1.40200,40,40,2.60897 , 0.00000, 1.08510,2.00000,1500.00000,0.01400,98.72191
273,5.6875,204.628,103.805,528.517,0.85700,1.40200,40,40,2.60897 , 0.00000, 1.08783,2.00000,1500.00000,0.01400,98.72459
274,5.70833,204.511,103.049,525.521,0.85700,1.40200,40,40,2.60897 , 0.00000, 1.09055,2.00000,1500.00000,0.01400,98.72727
275,5.72917,204.619,103.796,528.531,0.85700,1.40200,40,40,2.60897 , 0.00000, 1.09328,2.00000,1500.00000,0.01400,98.72993
276,5.75,204.626,103.638,528.736,0.85700,1.40200,39,39,2.60897 , 0.00000, 1.09601,2.00000,1500.00000,0.01400,98.73259
277,5.77083,199.502,101.039,515.531,0.85700,1.40200,39,39,2.60897 , 0.00000, 1.09874,2.00000,1500.00000,0.01400,98.73524
278,5.79167,199.501,101.037,515.527,0.85700,1.40200,39,39,2.60897 , 0.00000, 1.10147,2.00000,1500.00000,0.01400,98.73788
279,5.8125,199.501,101.037,515.527,0.85700,1.40200,39,39,2.60897 , 0.00000, 1.10419,2.00000,1500.00000,0.01400,98.74051
280,5.83333,199.501,101.037,515.527,0.85700,1.40200,39,39,2.60897 , 0.00000, 1.10692,2.00000,1500.00000,0.01400,98.74313
281,5.85417,199.501,101.037,515.527,0.85700,1.40200,39,39,2.60897 , 0.00000, 1.10965,2.00000,1500.00000,0.01400,98.74574
282,5.875,199.501,101.037,515.527,0.85700,1.40200,38,38,2.60897 , 0.00000, 1.11238,2.00000,1500.00000,0.01400,98.74834
283,5.89583,194.386,98.4465,502.308,0.85700,1.40200,38,38,2.60897 , 0.00000, 1.11511,2.00000,1500.00000,0.01400,98.75093
284,5.91667,194.386,98.4465,502.308,0.85700,1.40200,38,38,2.60897 , 0.00000, 1.11784,2.00000,1500.00000,0.01400,98.75351
285,5.9375,194.386,98.4465,502.308,0.85700,1.40200,38,38,2.60897 , 0.00000, 1.12057,2.00000,1500.00000,0.01400,98.75609
286,5.95833,194.386,98.4465,502.308,0.85700,1.40200,38,38,2.60897 , 0.00000, 1.12329,2.00000,1500.00000,0.01400,98.75865
287,5.97917,194.27,97.8558,499.089,0.85700,1.40200,38,38,2.60897 , 0.00000, 1.12602,2.00000,1500.00000,0.01400,98.76121
288,6,189.155,95.2651,485.871,0.85700,1.40200,37,39,2.60897 , 0.00000, 1.12875,2.00000,1500.00000,0.01400,98.76375
289,6.02083,189.157,95.432,485.652,0.85700,1.40200,37,38,2.60897 , 0.00000, 1.13148,2.00000,1500.00000,0.01400,98.76629
290,6.04167,184.051,92.8512,472.423,0.85700,1.40200,36,39,2.60897 , 0.00000, 1.13421,2.00000,1500.00000,0.01400,98.76881
291,6.0625,184.166,93.4435,475.646,0.85700,1.40200,36,39,2.60897 , 0.00000, 1.13693,2.00000,1500.00000,0.01400,98.77134
292,6.08333,184.165,93.2765,475.865,0.85700,1.40200,36,39,2.60897 , 0.00000, 1.13966,2.00000,1500.00000,0.01400,98.77385
293,6.10417,184.155,93.2665,475.876,0.85700,1.40200,37,39,2.60897 , 0.00000, 1.14239,2.00000,1500.00000,0.01400,98.77635
294,6.125,189.155,95.265,485.871,0.85700,1.40200,37,38,2.60897 , 0.00000, 1.14512,2.00000,1500.00000,0.01400,98.77885
295,6.14583,189.272,96.0227,488.871,0.85700,1.40200,37,38,2.60897 , 0.00000, 1.14785,2.00000,1500.00000,0.01400,98.78133
296,6.16667,189.28,95.8657,489.079,0.85700,1.40200,38,38,2.60897 , 0.00000, 1.15058,2.00000,1500.00000,0.01400,98.78381
297,6.1875,194.271,97.8574,499.094,0.85700,1.40200,38,38,2.60897 , 0.00000, 1.15331,2.00000,1500.00000,0.01400,98.78628
298,6.20833,194.387,98.6133,502.09,0.86000,1.40400,38,38,2.60897 , 0.00000, 1.15603,2.00000,1500.00000,0.01400,98.78874
299,6.22917,194.27,97.8558,499.09,0.86000,1.40400,38,38,2.60897 , 0.00000, 1.15876,2.00000,1500.00000,0.01400,98.79119
300,6.25,194.27,97.8558,499.089,0.86100,1.40500,37,37,2.60897 , 0.00000, 1.16149,2.00000,1500.00000,0.01400,98.79364
301,6.27083,189.155,95.2651,485.871,0.86100,1.40500,37,37,2.60897 , 0.00000, 1.16422,2.00000,1500.00000,0.01400,98.79607
302,6.29167,189.155,95.2651,485.871,0.86100,1.40500,37,37,2.60897 , 0.00000, 1.16695,2.00000,1500.00000,0.01400,98.79850
303,6.3125,189.155,95.2651,485.871,0.86100,1.40500,37,37,2.60897 , 0.00000, 1.16967,2.00000,1500.00000,0.01400,98.80092
304,6.33333,178.924,90.0837,459.434,0.86100,1.40500,35,39,2.60897 , 0.00000, 1.17240,2.00000,1500.00000,0.01400,98.80333
305,6.35417,178.924,90.0837,459.434,0.86100,1.40500,35,39,2.60897 , 0.00000, 1.17513,2.00000,1500.00000,0.01400,98.80574
306,6.375,178.924,90.0837,459.434,0.86100,1.40500,36,39,2.60897 , 0.00000, 1.17786,2.00000,1500.00000,0.01400,98.80814
307,6.39583,183.924,92.0837,469.434,0.86100,1.40500,38,39,2.60897 , 0.00000, 1.18059,2.00000,1500.00000,0.01400,98.81052
308,6.41667,194.041,96.8413,492.434,0.87200,1.41900,39,39,2.60897 , 0.00000, 1.18332,2.00000,1500.00000,0.01400,98.81290
309,6.4375,199.041,98.8413,502.434,0.87200,1.41900,39,39,2.60897 , 0.00000, 1.18605,2.00000,1500.00000,0.01400,98.81528
310,6.45833,199.4,100.957,511.642,0.88500,1.43900,39,39,2.60897 , 0.00000, 1.18877,2.00000,1500.00000,0.01400,98.81764
311,6.47917,199.29,99.8772,509.073,0.88500,1.43900,39,39,2.60897 , 0.00000, 1.19150,2.00000,1500.00000,0.01400,98.82000
312,6.5,199.388,100.616,512.098,0.88500,1.43900,38,38,2.60897 , 0.00000, 1.19423,2.00000,1500.00000,0.01400,98.82235
313,6.52083,194.28,97.8655,499.08,0.88500,1.43900,38,38,2.60897 , 0.00000, 1.19696,2.00000,1500.00000,0.01400,98.82469
314,6.54167,194.271,97.8573,499.094,0.88500,1.43900,38,38,2.60897 , 0.00000, 1.19969,2.00000,1500.00000,0.01400,98.82703
315,6.5625,194.27,97.8557,499.09,0.88500,1.43900,38,38,2.60897 , 0.00000, 1.20241,2.00000,1500.00000,0.01400,98.82935
316,6.58333,189.155,95.2651,485.871,0.88500,1.43900,37,38,2.60897 , 0.00000, 1.20514,2.00000,1500.00000,0.01400,98.83167
317,6.60417,189.155,95.2651,485.871,0.88500,1.43900,37,38,2.60897 , 0.00000, 1.20787,2.00000,1500.00000,0.01400,98.83399
318,6.625,189.155,95.2651,485.871,0.88500,1.43900,36,37,2.60897 , 0.00000, 1.21060,2.00000,1500.00000,0.01400,98.83630
319,6.64583,184.157,93.432,475.652,0.88500,1.43900,36,37,2.60897 , 0.00000, 1.21333,2.00000,1500.00000,0.01400,98.83859
320,6.66667,184.164,93.275,475.861,0.88500,1.43900,36,37,2.60897 , 0.00000, 1.21606,2.00000,1500.00000,0.01400,98.84088
321,6.6875,184.155,93.2667,475.875,0.88500,1.43900,36,37,2.60897 , 0.00000, 1.21879,2.00000,1500.00000,0.01400,98.84317
322,6.70833,184.155,93.265,475.871,0.88500,1.43900,36,37,2.60897 , 0.00000, 1.22151,2.00000,1500.00000,0.01400,98.84544
323,6.72917,184.155,93.2651,475.871,0.88500,1.43900,37,37,2.60897 , 0.00000, 1.22424,2.00000,1500.00000,0.01400,98.84772
324,6.75,184.039,92.6744,472.652,0.88500,1.43900,36,38,2.60897 , 0.00000, 1.22697,2.00000,1500.00000,0.01400,98.84998
325,6.77083,184.156,93.432,475.652,0.88500,1.43900,37,38,2.60897 , 0.00000, 1.22970,2.00000,1500.00000,0.01400,98.85223
326,6.79167,189.164,95.275,485.861,0.88500,1.43900,38,38,2.60897 , 0.00000, 1.23243,2.00000,1500.00000,0.01400,98.85448
327,6.8125,194.272,98.0243,498.875,0.88500,1.43900,38,38,2.60897 , 0.00000, 1.23515,2.00000,1500.00000,0.01400,98.85673
328,6.83333,194.397,98.6232,502.08,0.88500,1.43900,38,38,2.60897 , 0.00000, 1.23788,2.00000,1500.00000,0.01400,98.85896
329,6.85417,194.396,98.458,502.302,0.88500,1.43900,38,38,2.60897 , 0.00000, 1.24061,2.00000,1500.00000,0.01400,98.86119
330,6.875,189.271,95.8573,489.094,0.88500,1.43900,37,39,2.60897 , 0.00000, 1.24334,2.00000,1500.00000,0.01400,98.86341
331,6.89583,189.27,95.8557,489.09,0.88500,1.43900,37,39,2.60897 , 0.00000, 1.24607,2.00000,1500.00000,0.01400,98.86563
332,6.91667,189.27,95.8558,489.089,0.88500,1.43900,37,39,2.60897 , 0.00000, 1.24880,2.00000,1500.00000,0.01400,98.86784
333,6.9375,189.27,95.8558,489.089,0.88500,1.43900,37,39,2.60897 , 0.00000, 1.25153,2.00000,1500.00000,0.01400,98.87004
334,6.95833,189.27,95.8558,489.089,0.88500,1.43900,37,39,2.60897 , 0.00000, 1.25425,2.00000,1500.00000,0.01400,98.87223
335,6.97917,189.27,95.8558,489.089,0.88500,1.43900,37,39,2.60897 , 0.00000, 1.25698,2.00000,1500.00000,0.01400,98.87442
336,7,189.27,95.8558,489.089,0.88500,1.43900,37,38,2.60897 , 0.00000, 1.25971,2.00000,1500.00000,0.01400,98.87660
337,7.02083,189.27,95.8558,489.089,0.88500,1.43900,37,38,2.60897 , 0.00000, 1.26244,2.00000,1500.00000,0.01400,98.87878
338,7.04167,184.155,93.2651,475.871,0.88500,1.43900,36,39,2.60897 , 0.00000, 1.26517,2.00000,1500.00000,0.01400,98.88095
339,7.0625,184.155,93.2651,475.871,0.88500,1.43900,37,39,2.60897 , 0.00000, 1.26789,2.00000,1500.00000,0.01400,98.88311
340,7.08333,189.155,95.2651,485.871,0.89300,1.45800,37,39,2.60897 , 0.00000, 1.27062,2.00000,1500.00000,0.01400,98.88527
341,7.10417,189.155,95.2651,485.871,0.89300,1.45800,37,39,2.60897 , 0.00000, 1.27335,2.00000,1500.00000,0.01400,98.88742
342,7.125,189.272,96.0227,488.871,0.89300,1.45800,34,36,2.60897 , 0.00000, 1.27608,2.00000,1500.00000,0.01400,98.88956
343,7.14583,173.933,88.0936,449.423,0.89300,1.45800,35,36,2.60897 , 0.00000, 1.27881,2.00000,1500.00000,0.01400,98.89170
344,7.16667,178.925,90.0853,459.438,0.89300,1.45800,35,36,2.60897 , 0.00000, 1.28154,2.00000,1500.00000,0.01400,98.89383
345,7.1875,179.041,90.8412,462.434,0.89300,1.45800,35,36,2.60897 , 0.00000, 1.28427,2.00000,1500.00000,0.01400,98.89596
346,7.20833,179.049,90.6843,462.642,0.89300,1.45800,36,36,2.60897 , 0.00000, 1.28699,2.00000,1500.00000,0.01400,98.89807
347,7.22917,184.04,92.676,472.656,0.89300,1.45800,36,36,2.60897 , 0.00000, 1.28972,2.00000,1500.00000,0.01400,98.90018
348,7.25,184.157,93.4319,475.653,0.90400,1.46800,35,35,2.60897 , 0.00000, 1.29245,2.00000,1500.00000,0.01400,98.90230
349,7.27083,178.924,90.0837,459.434,0.90400,1.46800,35,35,2.60897 , 0.00000, 1.29518,2.00000,1500.00000,0.01400,98.90440
350,7.29167,179.041,90.8413,462.434,0.90400,1.46800,35,35,2.60897 , 0.00000, 1.29791,2.00000,1500.00000,0.01400,98.90649
351,7.3125,179.049,90.6843,462.642,0.90400,1.46800,35,35,2.60897 , 0.00000, 1.30063,2.00000,1500.00000,0.01400,98.90858
352,7.33333,179.04,90.676,462.656,0.90400,1.46800,35,35,2.60897 , 0.00000, 1.30336,2.00000,1500.00000,0.01400,98.91066
353,7.35417,179.039,90.6743,462.653,0.90400,1.46800,35,35,2.60897 , 0.00000, 1.30609,2.00000,1500.00000,0.01400,98.91273
354,7.375,179.039,90.6744,462.652,0.90400,1.46800,35,35,2.60897 , 0.00000, 1.30882,2.00000,1500.00000,0.01400,98.91481
355,7.39583,179.039,90.6744,462.652,0.90400,1.46800,35,35,2.60897 , 0.00000, 1.31155,2.00000,1500.00000,0.01400,98.91688
356,7.41667,173.924,88.0837,449.434,0.90400,1.46800,34,36,2.60897 , 0.00000, 1.31428,2.00000,1500.00000,0.01400,98.91894
357,7.4375,173.924,88.0837,449.434,0.90400,1.46800,34,36,2.60897 , 0.00000, 1.31701,2.00000,1500.00000,0.01400,98.92099
358,7.45833,168.809,85.493,436.215,0.90400,1.46800,33,37,2.60897 , 0.00000, 1.31973,2.00000,1500.00000,0.01400,98.92303
359,7.47917,168.809,85.493,436.215,0.90400,1.46800,33,37,2.60897 , 0.00000, 1.32246,2.00000,1500.00000,0.01400,98.92508
360,7.5,163.693,82.9024,422.996,0.90400,1.46800,32,37,2.60897 , 0.00000, 1.32519,2.00000,1500.00000,0.01400,98.92712
361,7.52083,163.578,82.3117,419.778,0.90400,1.46800,33,37,2.60897 , 0.00000, 1.32792,2.00000,1500.00000,0.01400,98.92915
362,7.54167,163.579,82.4785,419.559,0.90400,1.46800,32,38,2.60897 , 0.00000, 1.33065,2.00000,1500.00000,0.01400,98.93117
363,7.5625,163.704,83.0791,422.768,0.90400,1.46800,34,38,2.60897 , 0.00000, 1.33337,2.00000,1500.00000,0.01400,98.93319
364,7.58333,173.703,86.9138,442.99,0.92000,1.49900,35,38,2.60897 , 0.00000, 1.33610,2.00000,1500.00000,0.01400,98.93520
365,7.60417,178.694,88.9038,453.001,0.92000,1.49900,35,38,2.60897 , 0.00000, 1.33883,2.00000,1500.00000,0.01400,98.93721
366,7.625,179.044,91.1749,461.997,0.93600,1.52500,36,38,2.60897 , 0.00000, 1.34156,2.00000,1500.00000,0.01400,98.93922
367,7.64583,183.818,91.5029,466.205,0.93600,1.52500,36,38,2.60897 , 0.00000, 1.34429,2.00000,1500.00000,0.01400,98.94122
368,7.66667,184.16,93.7673,475.219,0.93600,1.52500,37,38,2.60897 , 0.00000, 1.34702,2.00000,1500.00000,0.01400,98.94321
369,7.6875,189.183,95.2947,485.841,0.93600,1.52500,37,38,2.60897 , 0.00000, 1.34975,2.00000,1500.00000,0.01400,98.94519
370,7.70833,189.273,96.0273,488.884,0.93600,1.52500,37,38,2.60897 , 0.00000, 1.35247,2.00000,1500.00000,0.01400,98.94717
371,7.72917,189.28,95.8654,489.081,0.93600,1.52500,37,38,2.60897 , 0.00000, 1.35520,2.00000,1500.00000,0.01400,98.94915
372,7.75,189.271,95.8573,489.094,0.93600,1.52500,38,38,2.60897 , 0.00000, 1.35793,2.00000,1500.00000,0.01400,98.95112
373,7.77083,194.27,97.8557,499.09,0.93600,1.52500,38,38,2.60897 , 0.00000, 1.36066,2.00000,1500.00000,0.01400,98.95309
374,7.79167,189.272,96.0227,488.871,0.93600,1.52500,37,39,2.60897 , 0.00000, 1.36339,2.00000,1500.00000,0.01400,98.95505
375,7.8125,189.28,95.8657,489.079,0.93600,1.52500,37,39,2.60897 , 0.00000, 1.36611,2.00000,1500.00000,0.01400,98.95700
376,7.83333,189.271,95.8574,489.094,0.93600,1.52500,38,39,2.60897 , 0.00000, 1.36884,2.00000,1500.00000,0.01400,98.95895
377,7.85417,194.27,97.8557,499.09,0.93600,1.52500,38,39,2.60897 , 0.00000, 1.37157,2.00000,1500.00000,0.01400,98.96089
378,7.875,189.272,96.0227,488.871,0.93600,1.52500,37,40,2.60897 , 0.00000, 1.37430,2.00000,1500.00000,0.01400,98.96283
379,7.89583,189.28,95.8657,489.079,0.93600,1.52500,37,40,2.60897 , 0.00000, 1.37703,2.00000,1500.00000,0.01400,98.96477
380,7.91667,189.271,95.8574,489.094,0.93600,1.52500,38,40,2.60897 , 0.00000, 1.37976,2.00000,1500.00000,0.01400,98.96670
381,7.9375,194.27,97.8557,499.09,0.93600,1.52500,40,40,2.60897 , 0.00000, 1.38249,2.00000,1500.00000,0.01400,98.96862
